"email","start_date","address","region","phone_number","end_date"
"ludmila.abdelmajid25@hotmail.com","10/24/16","109 Valley View Drive,Lakewood,CA,90712","west","(310)247-7832","5/25/16"
"jenaro.rudolphi@yahoo.com","9/3/16","658 River Street,Mckinney,,75070","southwest","(972)854-3947",""
"tareq31@att.net","7/27/11","2384 Bank ST,Cooper,TX,75432","southwest","(903)572-8237",""
"zellinger52@gmail.com","5/25/16","7900 6th Avenue,Phoenix,AZ,85037","southwest","(602)347-3699",""
"boris.stephens52@gmail.com","10/24/14","5222 4th Street North,Braintree,MA,02184","northest","(508)714-7380",""
"btoepper@yahoo.com","2/15/15","395 Lakeview Drive,Flat Rock,IN,47234","midwest","(812)712-7823",""
"idell.skrabanek@comcast.net","11/28/12","2057 Main Street,Joelton,,37080","south","(615)223-8658",""
"higinio19@yahoo.com","7/29/13","1016 Cottage Street,Portsmouth,VA,23703","south","(757)560-7930",""
"otho99@att.net","2/11/13","3431 Main Street,Miami,FL,33162","south","(305)933-5107",""
"sandro.vanderbosch@att.net","2/3/14","34085 Madison AVE,Henrico,VA,23294","south","(804)540-3264",""
"hratch.wasikowski@aol.com","","","","",""
"auffarth98@att.net","10/13/15","146 4th Street North,Madison Heights,MI,48071","midwest","(586)948-4591",""
"ewalterson@aol.com","7/22/14","9944 Canterbury Court,Citrus Heights,CA,95610","west","(916)726-5308",""
"kambiz.dionise91@aol.com","1/6/15","433 Bank Street,Charlottesville,VA,22902","south","(434)796-7095",""
"teodora.eisenzimmer@yahoo.com","1/15/16","6449 Broadway,Norwood,MA,02062","northest","(781)958-5727",""
"vvainstein80@comcast.net","","","","",""
"latesha90@yahoo.com","9/2/16","1095 Colonial Drive,Tustin,CA,92780","west","(818)699-2635",""
"dovin77@hotmail.com","","","","",""
"crayden84@mac.com","9/21/16","808 Jefferson Street,Dayton,OH,45424","midwest","(513)506-7999",""
"slawomir.liszka@mac.com","4/21/15","144 Grant Avenue,Northern Cambria,PA,15714","midatlantic","(814)775-3892","9/12/15"
"duchaney61@aol.com","3/28/14","4896 1st Street,Bronx,NY,10460","midatlantic","(718)374-2154",""
"nhung.nygren@gmail.com","1/18/14","62952 Canal ST,Gadsden,AL,35905","south","(256)352-4119",""
"ted.punzal20@yahoo.com","7/21/14","2297 Walnut Avenue,Westport,CT,06880","northest","(860)900-2343",""
"loralie78@att.net","4/25/16","4158 Woodland Drive,Claremore,OK,74019","southwest","(918)331-9671",""
"ginnow29@att.net","12/4/13","35018 Main ST W,Detroit,MI,48205","midwest","(313)798-3994",""
"reidlinger77@gmail.com","12/17/15","4035 South Street,Gainesville,FL,32608","south","(352)910-2800",""
"","","","","",""
"elenore78@gmail.com","1/7/13","8200 King ST,Delano,CA,93215","west","(661)302-6872",""
"","","","","",""
"kathi.ardeleanu@outlook.com","8/5/16","9889 Park Drive,Marion,OH,43302","midwest","(740)506-4440",""
"bonifacio.buenneke@outlook.com","8/18/14","2145 Durham Road,Ocala,FL,34475","south","(352)805-3498",""
"charisse79@att.net","10/11/12","548 Cambridge Court,Fort Collins,CO,80521","southwest","(970)821-8639",""
"azeunges@att.net","12/13/16","9804 West Street,Summit,NJ,07901","midatlantic","(732)697-4945",""
"malisa.baushke@att.net","12/17/16","97709 York RD,Elkin,NC,28621","south","(336)706-2545",""
"pokoj44@comcast.net","8/8/15","6475 Beech ST,Gainesville,GA,30506","south","(404)450-9025",""
"cleto.gatison82@yahoo.com","12/26/16","23567 Grant Avenue,Grand Prairie,TX,75051","southwest","(214)759-4304",""
"clukey47@gmail.com","1/30/13","1605 Sunset DR,Mandeville,LA,70471","south","(985)493-3983",""
"corey.mihalovits@aol.com","9/12/16","653 12th Street,Claremore,OK,74017","southwest","(918)354-3001",""
"bhaskar52@outlook.com","","","","",""
"ann-marie.gullace56@gmail.com","9/14/15","5209 Myrtle AVE,Evansville,IN,47725","midwest","(812)815-3629",""
"gohmann84@gmail.com","1/26/10","6021 Franklin Avenue,Salinas,CA,93906","west","(408)291-5161",""
"harriette57@att.net","3/14/16","85260 Church Road,Dayton,OH,45417","midwest","(937)709-8805","3/7/16"
"felimon41@mac.com","8/1/14","916 6th Street North,Kent,WA,98030","northwest","(253)754-4618","5/13/15"
"teodorico.titler@aol.com","4/9/16","6278 Laurel Lane,Hampton,VA,23664","south","(757)646-4415",""
"donnie.cumming@hotmail.com","","","","",""
"applebaugh58@hotmail.com","1/4/11","5985 Surrey Lane,Monroe,NC,28110","south","(980)821-8829",""
"tina39@gmail.com","12/12/15","5860 Woodland AVE,Grand Ledge,MI,48837","midwest","(517)904-3117",""
"shirleen.batstone@comcast.net","3/28/16","8233 Pine Street,Windsor,CO,80550","southwest","(970)849-7917",""
"ltalboys@hotmail.com","10/19/15","9834 Madison ST,Pittsburgh,PA,15217","midatlantic","(412)915-9999",""
"perla29@gmail.com","4/21/15","27783 Cedar Lane,Bronx,NY,10456","midatlantic","(718)458-5336",""
"oskar.hoops@gmail.com","12/31/14","747 2nd Street East,Shreveport,LA,71115","south","(318)282-3932",""
"dinesh.dewaard95@yahoo.com","9/29/15","9326 Garden Street,Virginia Beach,VA,23454","south","(757)888-1056",""
"shaunta90@aol.com","3/28/16","6087 Center Street,Yorktown Heights,NY,10598","midatlantic","(914)888-1912",""
"tknag20@aol.com","8/25/14","201 5th Avenue APT C,Indianapolis,IN,46219","midwest","(317)456-2020",""
"arther.cuthie@gmail.com","4/25/14","4367 12th Street East,Mobile,AL,36605","south","(251)988-9231",""
"arno.pilzner98@gmail.com","12/5/15","6111 Fairview AVE,Osgood,IN,47037","midwest","(812)484-7716",""
"","","","","",""
"gerichten85@gmail.com","4/25/16","4039 Park Avenue,Paragould,AR,72450","south","(870)353-2921","1/13/16"
"diego.labecki@gmail.com","8/19/13","8028 Ridge RD,Bronx,NY,10456","midatlantic","(718)568-3280",""
"felsman82@gmail.com","2/11/13","769 Wall Street,Wichita,KS,67220","midwest","(316)603-8698","10/23/14"
"tutalo70@comcast.net","","","","",""
"dlyngaas48@aol.com","1/12/13","8177 Canterbury Court,Jackson Heights,NY,11372","midatlantic","(917)245-4444",""
"delang57@hotmail.com","11/26/13","2992 James Street,Garden Grove,CA,92841","west","(714)886-6032",""
"hiroyuki80@gmail.com","6/17/13","6063 Maple Street,Portland,OR,97236","northwest","(503)484-9403",""
"fass36@aol.com","9/21/16","2947 Garden Street,Chicago,IL,60647","midwest","(312)330-9671",""
"sherran81@mac.com","6/1/16","2623 4th Avenue,Galesburg,IL,61401","midwest","(309)801-3987",""
"byran51@gmail.com","10/27/14","18366 2nd Avenue,Broomfield,CO,80020","southwest","(720)593-6041",""
"","","","","",""
"gosner30@yahoo.com","7/1/14","70679 Main ST,Fontana,CA,92337","west","(714)458-1736",""
"marcos.arldt@gmail.com","4/23/16","3606 Washington Street,Gates,TN,38037","south","(731)458-3245",""
"gizella45@att.net","1/3/15","2416 Maple Avenue,Wilmington,NC,28403","south","(910)677-5894",""
"lamster46@aol.com","","","","",""
"traff37@gmail.com","5/27/16","5926 3rd Street,Oklahoma City,OK,73127","southwest","(405)633-8330",""
"xiang60@gmail.com","9/26/16","6038 Pearl Street,Plover,WI,54467","midwest","(715)430-1776",""
"dralle22@hotmail.com","9/11/15","89260 Church Road,Brooklyn,NY,11216","midatlantic","(718)776-9969",""
"issam35@att.net","6/18/16","9665 Church Road,Southlake,TX,76092","southwest","(817)868-4120",""
"dorcas.grannell@yahoo.com","4/8/14","8630 10th Street,Salem,,97302","northwest","(503)894-6747","7/19/15"
"kayla.stasko@mac.com","","","","",""
"leanna58@aol.com","6/4/12","206 Cedar Avenue,Homestead,FL,33033","south","(786)616-9355",""
"renette60@gmail.com","4/11/16","838 Virginia Avenue,Giddings,,78942","southwest","(512)264-6510",""
"vesna38@yahoo.com","8/14/15","9231 Cedar Avenue,Auburn,,98001","northwest","(206)641-2546",""
"jannett86@gmail.com","3/22/14","96375 Lilac Lane,Marston,NC,28363","south","(910)218-4532",""
"jannell26@yahoo.com","3/12/10","9200 Cottage Street,Newbury,NH,03255","northest","(603)356-5640",""
"mesha.whyman@att.net","9/26/16","156 Lakeview Drive,Decatur,GA,30035","south","(770)929-7859",""
"lynnes41@yahoo.com","2/7/15","8336 River Road,Houston,TX,77008","southwest","(713)384-7484",""
"beaves55@aol.com","8/29/14","8503 Dogwood Drive,Duncanville,TX,75116","southwest","(214)608-7449",""
"leota.mammino@att.net","8/15/16","635 Jefferson Avenue,Sun City Center,FL,33573","south","(813)504-5521",""
"amartocchio66@yahoo.com","4/17/14","768 Lafayette Avenue,Hialeah,FL,33018","south","(305)247-5060",""
"floria50@hotmail.com","1/15/13","9732 13th Street,Denver,CO,80221","southwest","(303)363-7773",""
"desman76@att.net","4/30/15","763 5th AVE,Cullman,AL,35057","south","(256)500-9389",""
"","","","","",""
"krysta86@gmail.com","2/25/13","91234 Walnut Avenue,Murrysville,PA,15668","midatlantic","(724)609-9886",""
"artemus38@outlook.com","1/5/15","8408 1st Street,Bremen,GA,30110","south","(404)508-6596","10/27/15"
"dparhm@att.net","9/30/15","8494 Mulberry Street,Bayside,NY,11361","midatlantic","(917)898-5416",""
"sargon.salke@gmail.com","6/8/15","771 Maple AVE,Johnstown,PA,15905","midatlantic","(814)970-2653","11/18/15"
"yerges54@outlook.com","7/22/11","719 Valley Road,Dearborn Heights,MI,48127","midwest","(586)791-3886",""
"senad88@gmail.com","6/21/14","8522 Chestnut Street,Phoenix,AZ,85053","southwest","(602)966-6490",""
"tadesanya@yahoo.com","","","","",""
"hettie91@outlook.com","9/26/16","722 King ST,Ringgold,VA,24586","south","(434)304-9623",""
"shailesh97@yahoo.com","","","","",""
"rjonke@gmail.com","8/27/13","8799 Maple Avenue,Ringgold,GA,30736","south","(423)616-2934",""
"","","","","",""
"rafael.pulfrey@mac.com","12/2/15","8037 7th Street East,Upper Black Eddy,PA,18972","midatlantic","(610)902-9079",""
"mirko.massimilla93@gmail.com","6/9/15","1523 River Road,Gainesboro,TN,38562","south","(931)684-5006",""
"","","","","",""
"arlester64@aol.com","6/5/13","6550 Hickory Lane,Atlanta,GA,30316","south","(770)408-3215",""
"ian.witzel@hotmail.com","1/19/13","3210 Williams ST,Camas,WA,98607","northwest","(360)348-5158",""
"las.mohring@comcast.net","","","","",""
"mikki.appelhans@att.net","9/23/15","402 Locust Street,Henderson,NV,89012","west","(702)494-1759",""
"terresa90@yahoo.com","10/3/16","3462 Bank Street,Antioch,TN,37013","south","(615)363-3087",""
"sebastiano67@hotmail.com","1/29/15","8134 10th Street,Newark,CA,94560","west","(707)321-8830","7/22/15"
"mansoor80@aol.com","3/30/10","477 6th ST N,Hyattsville,MD,20782","midatlantic","(240)413-9469",""
"spoerl40@mac.com","7/9/16","9702 Bank Street,Colden,NY,14033","midatlantic","(716)499-8496",""
"wunch81@att.net","8/14/13","9860 West ST,Williamstown,KY,41097","south","(859)451-5926",""
"alysia92@gmail.com","12/1/12","2103 College Street,Alexandria,VA,22304","south","(703)590-9562",""
"sarabeth.kokocinski@hotmail.com","8/6/14","1569 Clinton Street,Gulf Breeze,FL,32561","south","(850)489-9895",""
"scot17@gmail.com","10/25/11","9147 Spruce ST,Woodbridge,VA,22193","south","(703)413-8781",""
"jarjour32@yahoo.com","2/22/13","9240 2nd ST N,Jamestown,NY,14701","midatlantic","(716)938-4427",""
"deloris.tevenal@att.net","7/25/16","3340 Cambridge Court,New Springfield,OH,44443","midwest","(330)840-6994",""
"sigifredo.dinella76@comcast.net","3/14/16","6982 Prospect ST,Milton,FL,32571","south","(850)677-7915",""
"magdalen56@att.net","8/29/11","96553 Beech Street APT C,Selby,SD,57472","midwest","(605)840-7929",""
"pramod.porisch@att.net","1/23/13","9127 Magnolia Avenue,Covington,KY,41014","south","(859)248-8876",""
"jan.pasternak93@aol.com","9/13/16","7278 1st AVE,Oceanside,CA,92057","west","(760)900-1766","4/14/16"
"carly.wrencher@gmail.com","12/12/16","94213 3rd Street,Plant City,FL,33566","south","(813)275-3467",""
"darald51@gmail.com","6/14/16","9003 2nd Avenue,Decatur,GA,30030","south","(770)558-8573",""
"saaby@aol.com","12/23/16","2401 Delaware Avenue,Garden City,NY,11530","midatlantic","(516)395-7308",""
"ethyl.ahlenius@gmail.com","3/23/15","5930 4th Street,Randolph,MA,02368","northest","(339)777-4610",""
"alavanja88@gmail.com","11/16/13","931 8th Street,Fresh Meadows,NY,11365","midatlantic","(917)731-7365",""
"margy30@att.net","9/11/12","3662 Oxford CT,Pocatello,ID,83202","northwest","(208)539-1445",""
"hoxsey42@yahoo.com","1/9/16","893 Winding Way,Pilot Point,TX,76258","southwest","(940)419-3907",""
"rschoenmaker@hotmail.com","2/24/14","12185 7th AVE,Skowhegan,ME,04976","northest","(207)283-8363",""
"bsantman66@aol.com","12/20/11","6612 Park Avenue,Miami,FL,33184","south","(305)250-3058","12/9/13"
"sdvis66@hotmail.com","12/3/16","19203 Harrison Street,Acworth,GA,30101","south","(404)214-5167",""
"rosco.oestreich@gmail.com","","","","",""
"iyad.eguia@att.net","3/9/14","715 2nd ST W,Niles,IL,60714","midwest","(773)692-5841",""
"birgit40@att.net","9/12/16","7043 Pearl ST,San Diego,CA,92139","west","(619)671-7748",""
"bernard45@hotmail.com","11/23/13","79462 Woodland Avenue,Chicago,IL,60660","midwest","(773)327-9051",""
"nori41@gmail.com","8/13/13","2142 Maple Lane,Baton Rouge,LA,70815","south","(225)682-3307",""
"merl60@hotmail.com","11/10/15","3484 Center Street,Ewa Beach,HI,96706","west","(808)925-8226",""
"jacek51@yahoo.com","2/11/12","201 Elizabeth ST,Chicago,IL,60609","midwest","(312)217-1623","5/5/15"
"byergensen73@yahoo.com","2/9/15","4733 Valley Road,Canby,MN,56220","midwest","(507)665-8290",""
"lrogel@hotmail.com","3/30/16","9893 Railroad Avenue,Maurice,LA,70555","south","(337)937-3861",""
"denyce96@gmail.com","4/9/11","358 Franklin Avenue,Fort Gibson,OK,74434","southwest","(918)393-1964",""
"tawanna.balison@aol.com","10/28/14","8400 1st Street,Pittsburg,OK,74560","southwest","(918)383-7611",""
"prostrollo62@att.net","8/10/12","1076 Harrison Street,Cockeysville,MD,21030","midatlantic","(410)235-3122",""
"nasrin.kudis36@att.net","11/8/10","27016 Franklin Avenue,Hazelwood,MO,63042","midwest","(314)264-3961","10/15/14"
"fmcgarrell81@gmail.com","3/21/16","3420 4th Street West,Dunedin,FL,34698","south","(813)712-7031",""
"","","","","",""
"niesz26@gmail.com","4/7/14","360 Ridge Avenue,Fayetteville,AR,72704","south","(479)327-9757",""
"pual.sommerer@gmail.com","2/12/14","228 Union Street,Rancho Cucamonga,CA,91730","west","(909)462-4654",""
"quynh34@hotmail.com","11/14/16","4228 Cherry Street,San Diego,CA,92154","west","(858)687-2988",""
"scranton80@gmail.com","1/12/13","4531 King Street,Zephyrhills,,33541","south","(813)889-1534",""
"henryk.vogle76@yahoo.com","1/21/15","5104 Windsor Court,San Francisco,CA,94118","west","(510)234-4962",""
"ivon.crego@att.net","1/24/14","2337 Hamilton Street,York,PA,17403","midatlantic","(717)535-9657",""
"ryun87@aol.com","9/30/14","3290 Clinton Street,Duncanville,TX,75116","southwest","(214)774-6057",""
"kathyrn.empie@yahoo.com","","","","",""
"vollie.gapsch@gmail.com","6/13/15","197 Willow ST,Baltimore,MD,21211","midatlantic","(443)624-5846","11/20/15"
"amlie66@gmail.com","11/7/16","921 5th Avenue,Lakeland,FL,33803","south","(863)970-2266",""
"herculano.pirwitz@yahoo.com","","","","",""
"mwinchek@att.net","9/22/14","4918 School ST,Kokomo,IN,46902","midwest","(765)324-7927",""
"kathie87@aol.com","9/7/15","1904 Division Street,Sandusky,OH,44870","midwest","(330)932-7685","9/10/15"
"eydie88@outlook.com","4/28/12","4389 7th ST E,Monroe,MI,48162","midwest","(734)380-9327",""
"dittrich83@yahoo.com","3/18/15","909 Holly Drive,Sandy,UT,84093","southwest","(801)878-1552",""
"linna.stuchly@yahoo.com","12/11/14","316 South Street,Middletown,OH,45042","midwest","(937)891-9172",""
"jfeiwell65@aol.com","","","","",""
"gale27@yahoo.com","1/27/14","4403 Main Street East,Camden,SC,29020","south","(803)717-8865",""
"oparka58@outlook.com","1/25/16","7699 Lakeview DR,Knoxville,IL,61448","midwest","(309)392-5913",""
"kameron57@hotmail.com","1/13/16","246 Elm Street,Mendham,NJ,07945","midatlantic","(973)666-2109",""
"flow29@yahoo.com","10/30/14","8436 Lincoln Street,Bel Air,MD,21015","midatlantic","(443)428-9687",""
"shuji43@gmail.com","12/16/14","431 Valley RD,Bristol,TN,37620","south","(423)305-2270",""
"shenita.vanik@mac.com","1/18/13","8917 5th Street West,Parkville,MD,21234","midatlantic","(410)361-9178",""
"ghislaine81@aol.com","","","","",""
"dbracone@gmail.com","","","","",""
"jonah.kaleo@gmail.com","2/11/16","1240 Division Street,Monterey,TN,38574","south","(931)614-6406",""
"rchabaud@att.net","12/5/12","5334 Mulberry Street,Danville,KY,40422","south","(859)386-5621",""
"reginaldo58@att.net","1/14/14","5738 Jefferson Street,Calumet City,IL,60409","midwest","(708)577-1473",""
"","","","","",""
"jdayao@gmail.com","1/28/10","7293 Willow ST,Redlands,CA,92374","west","(626)709-3882",""
"","","","","",""
"marlyce39@gmail.com","11/30/14","4726 Colonial Avenue,Pensacola,FL,32503","south","(850)952-1510",""
"maurilio86@aol.com","9/27/13","5462 4th Street,Holly Springs,MS,38635","south","(662)883-2521",""
"herminio.debardi@gmail.com","10/21/15","4005 Walnut ST,Patten,ME,04765","northest","(207)379-7584",""
"risto20@outlook.com","3/28/15","8899 Clark Street,Denver,CO,80222","southwest","(303)555-8343",""
"lpruka@gmail.com","","","","",""
"larissa.newingham76@hotmail.com","1/14/15","9533 Hillcrest Drive,Madison,NJ,07940","midatlantic","(862)521-5973",""
"dianis54@gmail.com","9/6/15","1090 4th Street North,Houston,TX,77084","southwest","(832)348-8330",""
"tonette73@gmail.com","7/12/16","6834 Franklin Street,Troy,OH,45373","midwest","(937)861-8406",""
"ampadu44@att.net","2/5/16","3377 Primrose Lane,Killen,AL,35645","south","(256)577-7400",""
"","","","","",""
"tstrangfeld@comcast.net","8/16/16","3829 Hill Street,Bakersfield,CA,93309","west","(661)244-8580","6/8/16"
"","","","","",""
"allan.druhe@hotmail.com","","","","",""
"gyanuck36@gmail.com","12/30/13","1520 Main Street North,Billings,MT,59105","northwest","(406)375-9206",""
"gierke94@aol.com","12/17/13","7112 Front ST,Phoenix,AZ,85044","southwest","(480)321-3225",""
"bharathan33@aol.com","8/8/16","937 6th Street West,West Palm Beach,FL,33412","south","(561)949-2370",""
"marrieta@yahoo.com","9/4/15","8865 4th Avenue,Jacksonville,AR,72076","south","(501)600-6535",""
"","","","","",""
"schuckert35@att.net","","","","",""
"velta60@comcast.net","3/17/14","363 River RD,Springfield,MA,01108","northest","(413)670-3821",""
"nancey.darlington33@gmail.com","9/21/15","6780 Oak Avenue,Quincy,IL,62301","midwest","(217)522-8661",""
"boshea@hotmail.com","2/5/13","195 High Street,New York,NY,10024","midatlantic","(646)971-2909",""
"glenwood.carchi@gmail.com","","","","",""
"aphrodite.schnoebelen@yahoo.com","8/15/16","53153 Woodland Avenue,Jersey City,NJ,07304","midatlantic","(201)855-6769",""
"finister70@gmail.com","3/25/13","827 Deerfield DR,Onsted,MI,49265","midwest","(517)866-6336",""
"iosif.hunkin@att.net","9/12/16","69964 Water Street,Shelton,WA,98584","northwest","(360)646-6613",""
"bannett38@aol.com","","","","",""
"bmerriott57@hotmail.com","2/4/13","494 Summit AVE,Washington,DC,20011","midatlantic","(202)940-1672",""
"farzad.cosens@gmail.com","6/17/14","2914 Forest Drive APT B,Hanson,MA,02341","northest","(781)763-6508","11/13/14"
"","","","","",""
